investSessionId,userId,sex,age,chapterId,avgNotKeep,click,avgCashRatio,avgStayTime,highBuyRatio,lowBuyRatio,midBuyRatio,highSellRatio,lowSellRatio,midSellRatio,tagTrunDuraion,betMidShares,betHighShares,betBuyRatio,betSellRatio,investPro
session_0361,user_065,M,9,chapter_1,2,4,0.89,11.81,0.03,0.88,0.07,0.08,0.75,0.12,13.05,1,0,0.01,0.0,안정형
session_0362,user_065,M,9,chapter_2,2,3,0.69,17.92,0.13,0.57,0.24,0.14,0.53,0.28,19.33,2,0,0.2,0.19,안정추구형
session_0363,user_065,M,9,chapter_1,4,7,0.43,23.39,0.2,0.32,0.46,0.28,0.43,0.39,27.08,3,2,0.29,0.28,위험중립형
session_0364,user_065,M,9,chapter_2,4,6,0.2,26.23,0.31,0.17,0.31,0.4,0.29,0.36,31.31,2,2,0.34,0.34,적극투자형
session_0365,user_065,M,9,chapter_3,6,8,0.09,34.68,0.79,0.07,0.27,0.63,0.09,0.17,37.69,2,3,0.53,0.43,공격투자형
session_0366,user_065,M,9,chapter_4,1,4,0.73,16.76,0.04,0.75,0.07,0.05,0.87,0.12,13.24,1,0,0.0,0.09,안정형
session_0367,user_065,M,9,chapter_3,2,3,0.57,15.96,0.05,0.7,0.29,0.19,0.67,0.23,17.74,2,1,0.14,0.18,안정추구형
session_0368,user_066,F,9,chapter_2,3,6,0.46,29.51,0.26,0.42,0.44,0.27,0.46,0.32,26.6,3,2,0.25,0.27,위험중립형
session_0369,user_066,F,9,chapter_1,4,6,0.23,29.82,0.36,0.11,0.29,0.37,0.21,0.21,31.15,4,2,0.36,0.37,적극투자형
session_0370,user_066,F,9,chapter_2,5,9,0.07,37.45,0.57,0.06,0.28,0.55,0.07,0.2,30.51,2,3,0.56,0.44,공격투자형
session_0371,user_066,F,9,chapter_1,2,3,0.91,18.12,0.01,0.81,0.11,0.07,0.88,0.19,17.09,1,0,0.06,0.08,안정형
session_0372,user_066,F,9,chapter_2,2,6,0.58,16.47,0.08,0.54,0.3,0.17,0.68,0.26,19.24,2,0,0.11,0.17,안정추구형
session_0373,user_066,F,9,chapter_2,3,7,0.3,22.33,0.17,0.41,0.45,0.21,0.4,0.46,26.65,3,2,0.28,0.27,위험중립형
session_0374,user_066,F,9,chapter_2,5,7,0.26,30.16,0.38,0.28,0.32,0.46,0.2,0.3,27.5,3,3,0.32,0.38,적극투자형
session_0375,user_066,F,9,chapter_3,5,12,0.03,34.82,0.74,0.07,0.13,0.5,0.02,0.26,34.62,3,3,0.44,0.58,공격투자형
session_0376,user_066,F,9,chapter_3,2,1,0.84,19.41,0.04,0.8,0.13,0.07,0.8,0.15,13.78,1,0,0.04,0.06,안정형
session_0377,user_067,F,7,chapter_2,3,6,0.67,15.02,0.07,0.52,0.22,0.16,0.58,0.28,17.62,1,1,0.15,0.2,안정추구형
session_0378,user_067,F,7,chapter_4,4,4,0.34,21.15,0.23,0.3,0.34,0.26,0.5,0.3,20.0,2,1,0.22,0.26,위험중립형
session_0379,user_067,F,7,chapter_4,5,8,0.26,25.2,0.38,0.14,0.24,0.31,0.23,0.32,32.29,2,2,0.35,0.37,적극투자형
session_0380,user_068,F,9,chapter_3,5,9,0.02,31.84,0.74,0.03,0.13,0.65,0.0,0.13,34.06,5,3,0.45,0.57,공격투자형
session_0381,user_069,M,7,chapter_4,1,2,0.81,19.74,0.02,0.86,0.06,0.05,0.93,0.13,12.03,0,0,0.1,0.02,안정형
session_0382,user_069,M,7,chapter_1,3,3,0.53,18.91,0.08,0.65,0.18,0.1,0.59,0.29,16.82,2,1,0.18,0.18,안정추구형
session_0383,user_069,M,7,chapter_1,3,6,0.45,24.51,0.16,0.46,0.35,0.28,0.38,0.38,23.38,3,1,0.2,0.22,위험중립형
session_0384,user_069,M,7,chapter_1,5,8,0.25,32.41,0.47,0.11,0.35,0.38,0.2,0.22,30.32,2,3,0.36,0.38,적극투자형
session_0385,user_070,F,9,chapter_1,6,10,0.04,34.24,0.73,0.07,0.15,0.59,0.04,0.26,32.74,3,5,0.52,0.43,공격투자형
session_0386,user_070,F,9,chapter_3,1,2,0.81,12.29,0.04,0.81,0.08,0.1,0.93,0.11,16.9,1,0,0.01,0.03,안정형
session_0387,user_070,F,9,chapter_3,3,5,0.58,24.21,0.06,0.54,0.24,0.14,0.59,0.22,21.9,1,0,0.14,0.11,안정추구형
session_0388,user_070,F,9,chapter_1,4,8,0.32,23.93,0.19,0.34,0.3,0.27,0.38,0.42,28.05,3,2,0.2,0.26,위험중립형
session_0389,user_070,F,9,chapter_1,5,9,0.16,26.35,0.4,0.28,0.34,0.39,0.12,0.28,33.61,2,2,0.34,0.32,적극투자형
session_0390,user_070,F,9,chapter_4,5,8,0.1,31.98,0.63,0.08,0.2,0.77,0.09,0.11,38.63,4,3,0.6,0.51,공격투자형
session_0391,user_070,F,9,chapter_2,2,1,0.79,16.42,0.01,0.82,0.13,0.07,0.89,0.1,12.36,1,0,0.05,0.09,안정형
session_0392,user_070,F,9,chapter_4,3,4,0.55,24.78,0.12,0.6,0.15,0.17,0.58,0.22,18.22,2,0,0.14,0.16,안정추구형
session_0393,user_071,F,9,chapter_1,4,5,0.36,29.25,0.24,0.32,0.34,0.2,0.37,0.37,21.99,2,1,0.29,0.28,위험중립형
session_0394,user_071,F,9,chapter_4,5,9,0.1,31.47,0.44,0.16,0.37,0.4,0.15,0.27,32.65,2,2,0.34,0.31,적극투자형
session_0395,user_071,F,9,chapter_1,5,11,0.04,39.62,0.51,0.01,0.2,0.71,0.09,0.15,35.92,4,4,0.47,0.44,공격투자형
session_0396,user_071,F,9,chapter_3,1,3,0.71,13.74,0.03,0.81,0.08,0.09,0.84,0.1,16.26,0,0,0.06,0.03,안정형
session_0397,user_071,F,9,chapter_4,3,5,0.66,19.82,0.07,0.68,0.26,0.11,0.65,0.27,21.98,1,1,0.13,0.11,안정추구형
session_0398,user_072,M,7,chapter_1,3,4,0.48,27.96,0.27,0.45,0.36,0.26,0.46,0.47,27.35,2,2,0.21,0.24,위험중립형
session_0399,user_072,M,7,chapter_4,5,9,0.16,26.56,0.44,0.23,0.23,0.41,0.25,0.39,30.51,2,2,0.31,0.37,적극투자형
session_0400,user_072,M,7,chapter_3,6,10,0.02,34.33,0.74,0.01,0.26,0.59,0.04,0.27,34.06,2,5,0.44,0.57,공격투자형
session_0401,user_072,M,7,chapter_1,1,1,0.89,11.33,0.02,0.75,0.14,0.05,0.74,0.14,11.7,0,0,0.06,0.05,안정형
session_0402,user_072,M,7,chapter_4,3,6,0.64,21.19,0.05,0.7,0.23,0.14,0.52,0.23,21.19,1,0,0.15,0.12,안정추구형
session_0403,user_072,M,7,chapter_4,4,4,0.5,21.05,0.27,0.41,0.43,0.27,0.4,0.47,25.04,3,2,0.23,0.29,위험중립형
session_0404,user_072,M,7,chapter_3,5,9,0.27,29.21,0.4,0.24,0.28,0.34,0.28,0.31,29.98,3,3,0.31,0.32,적극투자형
session_0405,user_072,M,7,chapter_4,6,9,0.08,31.8,0.57,0.09,0.2,0.72,0.04,0.19,33.92,2,3,0.5,0.52,공격투자형
session_0406,user_072,M,7,chapter_3,1,1,0.85,19.71,0.03,0.73,0.15,0.07,0.92,0.15,15.46,0,0,0.01,0.07,안정형
session_0407,user_073,M,7,chapter_1,3,3,0.55,15.72,0.14,0.51,0.18,0.13,0.64,0.27,24.55,2,0,0.19,0.14,안정추구형
session_0408,user_073,M,7,chapter_2,4,8,0.36,28.88,0.16,0.42,0.45,0.24,0.35,0.42,25.39,2,2,0.21,0.27,위험중립형
session_0409,user_073,M,7,chapter_4,5,10,0.28,27.85,0.47,0.18,0.29,0.38,0.13,0.26,28.83,2,3,0.39,0.32,적극투자형
session_0410,user_073,M,7,chapter_4,6,8,0.1,33.4,0.72,0.09,0.22,0.75,0.03,0.27,37.66,3,4,0.59,0.55,공격투자형
session_0411,user_073,M,7,chapter_2,1,2,0.77,10.93,0.04,0.86,0.12,0.09,0.78,0.17,13.7,0,0,0.01,0.09,안정형
session_0412,user_073,M,7,chapter_1,3,3,0.67,20.25,0.13,0.61,0.28,0.17,0.57,0.22,20.49,1,1,0.14,0.14,안정추구형
session_0413,user_073,M,7,chapter_3,4,6,0.49,24.69,0.18,0.38,0.45,0.28,0.49,0.41,21.64,3,1,0.24,0.21,위험중립형
session_0414,user_074,M,8,chapter_2,5,7,0.13,29.9,0.43,0.13,0.24,0.4,0.1,0.25,30.3,4,3,0.36,0.31,적극투자형
session_0415,user_074,M,8,chapter_3,5,12,0.09,31.14,0.58,0.06,0.13,0.54,0.07,0.25,31.08,4,5,0.4,0.43,공격투자형
session_0416,user_074,M,8,chapter_1,2,2,0.73,16.29,0.05,0.78,0.11,0.06,0.84,0.14,15.17,0,0,0.05,0.09,안정형
session_0417,user_074,M,8,chapter_1,2,6,0.64,17.67,0.08,0.7,0.21,0.11,0.5,0.21,21.22,2,0,0.15,0.15,안정추구형
session_0418,user_074,M,8,chapter_3,4,7,0.33,20.05,0.25,0.43,0.41,0.22,0.43,0.39,24.18,2,1,0.24,0.2,위험중립형
session_0419,user_075,F,7,chapter_1,4,10,0.11,29.77,0.36,0.22,0.4,0.44,0.17,0.34,26.78,3,2,0.36,0.31,적극투자형
session_0420,user_075,F,7,chapter_3,6,8,0.09,35.92,0.71,0.05,0.16,0.55,0.08,0.27,33.0,2,5,0.47,0.55,공격투자형
session_0421,user_075,F,7,chapter_1,2,1,0.72,15.16,0.04,0.89,0.1,0.1,0.85,0.18,17.95,0,0,0.04,0.07,안정형
session_0422,user_075,F,7,chapter_1,2,6,0.63,17.17,0.15,0.58,0.18,0.12,0.57,0.26,15.28,1,1,0.11,0.15,안정추구형
session_0423,user_075,F,7,chapter_1,4,4,0.48,27.36,0.25,0.48,0.33,0.24,0.33,0.47,29.97,2,2,0.28,0.26,위험중립형
session_0424,user_075,F,7,chapter_1,5,7,0.23,31.22,0.32,0.26,0.24,0.42,0.13,0.26,25.45,3,2,0.37,0.37,적극투자형
session_0425,user_075,F,7,chapter_2,6,9,0.05,34.84,0.76,0.09,0.29,0.78,0.04,0.3,31.18,2,3,0.55,0.46,공격투자형
session_0426,user_075,F,7,chapter_3,1,1,0.92,14.13,0.05,0.71,0.13,0.08,0.79,0.19,12.49,0,0,0.09,0.04,안정형
session_0427,user_076,F,8,chapter_3,3,3,0.62,18.96,0.13,0.56,0.25,0.19,0.63,0.23,24.7,2,0,0.12,0.2,안정추구형
session_0428,user_076,F,8,chapter_3,4,7,0.43,29.39,0.26,0.46,0.38,0.27,0.31,0.38,29.74,2,1,0.28,0.21,위험중립형
session_0429,user_076,F,8,chapter_3,4,9,0.24,30.57,0.49,0.19,0.23,0.3,0.1,0.24,32.91,2,3,0.33,0.32,적극투자형
session_0430,user_076,F,8,chapter_1,5,9,0.07,38.04,0.73,0.09,0.2,0.71,0.07,0.1,39.65,4,5,0.58,0.45,공격투자형
session_0431,user_076,F,8,chapter_4,2,1,0.74,10.57,0.01,0.73,0.07,0.05,0.91,0.13,17.45,1,0,0.02,0.02,안정형
session_0432,user_076,F,8,chapter_3,2,3,0.53,19.15,0.07,0.57,0.19,0.11,0.53,0.2,22.73,1,1,0.11,0.14,안정추구형
session_0433,user_076,F,8,chapter_3,3,4,0.47,24.31,0.17,0.35,0.41,0.21,0.44,0.33,27.71,2,1,0.27,0.27,위험중립형
session_0434,user_077,F,8,chapter_3,4,8,0.27,32.83,0.33,0.16,0.32,0.45,0.16,0.22,30.06,3,2,0.3,0.38,적극투자형
session_0435,user_077,F,8,chapter_3,6,9,0.08,31.26,0.74,0.01,0.19,0.7,0.09,0.26,37.99,2,4,0.49,0.53,공격투자형
session_0436,user_077,F,8,chapter_3,2,1,0.81,17.88,0.01,0.8,0.1,0.07,0.83,0.11,15.88,1,0,0.1,0.06,안정형
session_0437,user_077,F,8,chapter_4,3,2,0.68,23.6,0.13,0.67,0.18,0.12,0.63,0.29,18.21,2,1,0.14,0.16,안정추구형
session_0438,user_077,F,8,chapter_2,4,6,0.41,25.7,0.29,0.34,0.42,0.24,0.48,0.41,27.47,3,1,0.26,0.28,위험중립형
session_0439,user_077,F,8,chapter_4,5,9,0.16,33.19,0.3,0.23,0.3,0.45,0.29,0.26,27.44,4,2,0.34,0.35,적극투자형
session_0440,user_077,F,8,chapter_1,6,11,0.01,36.28,0.63,0.0,0.27,0.54,0.05,0.12,31.73,3,4,0.43,0.51,공격투자형
session_0441,user_077,F,8,chapter_3,1,4,0.77,18.02,0.02,0.83,0.14,0.1,0.84,0.15,14.41,0,0,0.09,0.09,안정형
session_0442,user_077,F,8,chapter_1,3,2,0.59,22.62,0.06,0.52,0.21,0.17,0.62,0.22,21.1,2,1,0.18,0.15,안정추구형
session_0443,user_078,F,9,chapter_4,3,4,0.33,23.96,0.24,0.31,0.39,0.28,0.4,0.41,22.98,3,1,0.24,0.21,위험중립형
session_0444,user_078,F,9,chapter_1,5,9,0.24,30.47,0.39,0.1,0.35,0.35,0.28,0.37,27.08,2,2,0.34,0.31,적극투자형
session_0445,user_078,F,9,chapter_4,6,10,0.0,33.66,0.54,0.01,0.24,0.67,0.07,0.21,32.25,4,3,0.4,0.46,공격투자형
session_0446,user_078,F,9,chapter_3,2,2,0.92,16.04,0.01,0.72,0.13,0.07,0.88,0.14,14.25,1,0,0.02,0.1,안정형
session_0447,user_078,F,9,chapter_3,3,4,0.58,20.43,0.12,0.66,0.26,0.12,0.63,0.26,19.78,1,0,0.17,0.1,안정추구형
session_0448,user_078,F,9,chapter_1,3,4,0.46,23.55,0.17,0.49,0.48,0.28,0.37,0.47,25.04,3,1,0.26,0.29,위험중립형
session_0449,user_078,F,9,chapter_1,5,10,0.2,34.31,0.45,0.12,0.37,0.47,0.11,0.22,33.03,4,3,0.31,0.32,적극투자형
session_0450,user_078,F,9,chapter_4,6,8,0.05,34.29,0.51,0.04,0.18,0.64,0.04,0.23,30.9,4,4,0.46,0.54,공격투자형
session_0451,user_078,F,9,chapter_4,2,4,0.86,12.47,0.03,0.85,0.11,0.07,0.77,0.11,12.27,0,0,0.08,0.01,안정형
session_0452,user_078,F,9,chapter_2,2,4,0.67,22.06,0.14,0.5,0.22,0.11,0.64,0.27,19.44,1,0,0.13,0.16,안정추구형
session_0453,user_079,F,8,chapter_3,3,6,0.39,26.96,0.25,0.36,0.48,0.24,0.39,0.43,24.32,3,2,0.22,0.28,위험중립형
session_0454,user_079,F,8,chapter_1,4,7,0.21,32.94,0.3,0.11,0.39,0.3,0.24,0.39,25.02,4,2,0.4,0.39,적극투자형
session_0455,user_079,F,8,chapter_3,6,9,0.02,30.98,0.59,0.05,0.15,0.75,0.04,0.24,30.7,4,5,0.54,0.48,공격투자형
session_0456,user_079,F,8,chapter_4,2,3,0.85,14.64,0.0,0.87,0.1,0.06,0.92,0.14,19.31,0,0,0.09,0.0,안정형
session_0457,user_080,F,7,chapter_3,3,6,0.53,21.96,0.12,0.69,0.23,0.12,0.53,0.22,19.05,2,1,0.18,0.1,안정추구형
session_0458,user_080,F,7,chapter_2,3,7,0.43,22.2,0.28,0.35,0.35,0.22,0.37,0.34,27.57,3,1,0.29,0.24,위험중립형
session_0459,user_080,F,7,chapter_1,4,6,0.2,29.72,0.5,0.25,0.24,0.45,0.28,0.32,34.59,4,2,0.32,0.38,적극투자형
session_0460,user_080,F,7,chapter_2,5,11,0.02,31.01,0.76,0.0,0.12,0.61,0.01,0.12,32.99,4,3,0.47,0.53,공격투자형
session_0461,user_080,F,7,chapter_2,1,4,0.76,15.0,0.03,0.94,0.12,0.07,0.91,0.2,15.15,1,0,0.05,0.0,안정형
session_0462,user_080,F,7,chapter_2,3,5,0.63,23.81,0.06,0.63,0.21,0.18,0.6,0.26,20.99,1,1,0.17,0.14,안정추구형
session_0463,user_080,F,7,chapter_3,4,7,0.4,27.58,0.19,0.32,0.49,0.28,0.37,0.47,26.37,3,1,0.2,0.28,위험중립형
session_0464,user_080,F,7,chapter_2,4,6,0.13,28.97,0.39,0.2,0.31,0.45,0.21,0.27,26.72,4,3,0.35,0.36,적극투자형
session_0465,user_080,F,7,chapter_3,5,10,0.1,32.12,0.59,0.03,0.11,0.6,0.08,0.11,37.13,3,4,0.43,0.55,공격투자형
session_0466,user_081,M,9,chapter_4,2,4,0.81,17.03,0.04,0.72,0.13,0.07,0.82,0.15,18.65,0,0,0.04,0.06,안정형
session_0467,user_081,M,9,chapter_2,2,2,0.54,17.89,0.09,0.51,0.22,0.17,0.53,0.23,22.82,2,0,0.12,0.16,안정추구형
session_0468,user_081,M,9,chapter_4,4,4,0.4,21.66,0.19,0.32,0.4,0.2,0.34,0.37,29.49,3,2,0.29,0.27,위험중립형
session_0469,user_081,M,9,chapter_1,5,10,0.22,27.78,0.47,0.27,0.2,0.35,0.15,0.32,27.39,3,2,0.32,0.31,적극투자형
session_0470,user_081,M,9,chapter_3,5,12,0.01,33.4,0.6,0.04,0.18,0.71,0.02,0.3,36.93,4,3,0.57,0.42,공격투자형
session_0471,user_081,M,9,chapter_3,1,4,0.84,11.16,0.03,0.7,0.12,0.06,0.75,0.11,14.52,1,0,0.02,0.08,안정형
session_0472,user_081,M,9,chapter_4,2,6,0.55,15.49,0.14,0.62,0.16,0.16,0.66,0.25,18.1,2,1,0.17,0.14,안정추구형
session_0473,user_081,M,9,chapter_3,3,4,0.4,27.82,0.26,0.35,0.4,0.3,0.44,0.5,29.83,2,1,0.26,0.27,위험중립형
session_0474,user_081,M,9,chapter_4,4,10,0.18,30.99,0.39,0.16,0.24,0.41,0.24,0.2,27.11,3,2,0.33,0.33,적극투자형
session_0475,user_081,M,9,chapter_2,6,8,0.04,32.79,0.53,0.03,0.27,0.68,0.01,0.14,36.49,2,3,0.52,0.4,공격투자형
session_0476,user_082,M,7,chapter_4,2,2,0.8,16.37,0.01,0.73,0.14,0.06,0.83,0.16,19.48,0,0,0.09,0.05,안정형
session_0477,user_082,M,7,chapter_4,3,5,0.55,24.78,0.11,0.68,0.16,0.19,0.59,0.24,21.76,1,0,0.14,0.18,안정추구형
session_0478,user_082,M,7,chapter_1,4,4,0.3,21.98,0.27,0.36,0.41,0.3,0.37,0.45,26.77,3,2,0.24,0.21,위험중립형
session_0479,user_082,M,7,chapter_2,5,10,0.17,29.71,0.33,0.13,0.28,0.49,0.12,0.34,31.74,4,3,0.39,0.3,적극투자형
session_0480,user_083,F,8,chapter_4,6,10,0.04,38.53,0.73,0.09,0.23,0.52,0.06,0.27,30.46,4,3,0.43,0.45,공격투자형
session_0481,user_083,F,8,chapter_1,1,3,0.81,11.01,0.0,0.92,0.14,0.07,0.93,0.16,11.83,0,0,0.01,0.08,안정형
session_0482,user_083,F,8,chapter_2,3,6,0.69,22.47,0.13,0.59,0.18,0.2,0.61,0.26,21.71,1,1,0.11,0.13,안정추구형
session_0483,user_083,F,8,chapter_1,3,8,0.32,27.06,0.25,0.33,0.41,0.25,0.46,0.49,26.47,3,1,0.24,0.26,위험중립형
session_0484,user_083,F,8,chapter_1,5,8,0.13,33.77,0.33,0.24,0.23,0.43,0.21,0.4,33.4,2,2,0.4,0.34,적극투자형
session_0485,user_084,F,8,chapter_1,6,11,0.01,38.58,0.79,0.06,0.3,0.66,0.07,0.25,36.21,5,5,0.5,0.46,공격투자형
session_0486,user_085,F,7,chapter_1,2,4,0.82,18.52,0.02,0.86,0.09,0.09,0.88,0.11,16.55,0,0,0.03,0.06,안정형
session_0487,user_085,F,7,chapter_2,2,5,0.55,16.36,0.09,0.69,0.27,0.16,0.59,0.28,20.31,1,1,0.18,0.2,안정추구형
session_0488,user_085,F,7,chapter_3,3,5,0.43,22.05,0.22,0.49,0.48,0.27,0.33,0.37,29.56,2,1,0.22,0.22,위험중립형
session_0489,user_085,F,7,chapter_3,5,10,0.28,33.77,0.45,0.22,0.36,0.49,0.19,0.36,31.31,4,3,0.36,0.35,적극투자형
session_0490,user_085,F,7,chapter_2,5,8,0.09,33.53,0.78,0.08,0.14,0.6,0.04,0.28,32.11,3,4,0.45,0.53,공격투자형
session_0491,user_086,M,8,chapter_4,2,2,0.72,16.91,0.02,0.8,0.14,0.06,0.73,0.13,10.37,1,0,0.04,0.03,안정형
session_0492,user_086,M,8,chapter_4,3,4,0.59,20.18,0.13,0.66,0.25,0.13,0.64,0.22,24.16,1,1,0.11,0.19,안정추구형
session_0493,user_086,M,8,chapter_1,3,7,0.44,22.52,0.22,0.42,0.38,0.27,0.45,0.46,27.78,3,1,0.3,0.22,위험중립형
session_0494,user_086,M,8,chapter_4,5,8,0.2,26.96,0.46,0.15,0.25,0.32,0.27,0.32,31.33,3,3,0.31,0.35,적극투자형
session_0495,user_086,M,8,chapter_3,6,9,0.09,39.16,0.69,0.07,0.26,0.63,0.08,0.11,38.87,3,3,0.43,0.46,공격투자형
session_0496,user_086,M,8,chapter_3,2,2,0.89,10.11,0.03,0.83,0.13,0.05,0.84,0.17,16.23,0,0,0.08,0.1,안정형
session_0497,user_087,F,9,chapter_2,3,6,0.52,21.52,0.08,0.53,0.22,0.12,0.53,0.27,18.92,2,0,0.18,0.14,안정추구형
session_0498,user_087,F,9,chapter_1,3,7,0.39,23.42,0.26,0.45,0.42,0.29,0.4,0.38,23.72,2,1,0.3,0.24,위험중립형
session_0499,user_087,F,9,chapter_3,5,6,0.3,34.54,0.38,0.17,0.3,0.48,0.27,0.31,32.7,3,2,0.31,0.37,적극투자형
session_0500,user_087,F,9,chapter_4,5,12,0.07,38.36,0.8,0.08,0.29,0.63,0.03,0.21,37.61,4,4,0.48,0.51,공격투자형
session_0501,user_087,F,9,chapter_3,1,4,0.73,14.68,0.02,0.86,0.08,0.09,0.86,0.17,19.56,0,0,0.08,0.01,안정형
session_0502,user_088,M,9,chapter_2,3,2,0.66,16.88,0.08,0.56,0.3,0.14,0.61,0.22,16.64,1,0,0.18,0.12,안정추구형
session_0503,user_088,M,9,chapter_4,3,6,0.4,21.26,0.26,0.48,0.49,0.29,0.45,0.39,24.6,3,1,0.23,0.27,위험중립형
session_0504,user_088,M,9,chapter_1,5,6,0.27,26.71,0.47,0.13,0.32,0.43,0.12,0.29,26.02,3,3,0.36,0.39,적극투자형
session_0505,user_088,M,9,chapter_4,6,8,0.06,36.87,0.64,0.08,0.26,0.66,0.04,0.27,36.82,5,4,0.55,0.54,공격투자형
session_0506,user_088,M,9,chapter_4,2,1,0.88,17.49,0.01,0.85,0.05,0.07,0.83,0.19,10.34,0,0,0.06,0.07,안정형
session_0507,user_088,M,9,chapter_4,2,5,0.66,16.46,0.08,0.57,0.24,0.16,0.67,0.26,23.31,1,0,0.2,0.13,안정추구형
session_0508,user_088,M,9,chapter_2,3,5,0.46,28.83,0.22,0.36,0.34,0.27,0.36,0.45,26.26,3,1,0.25,0.22,위험중립형
session_0509,user_088,M,9,chapter_2,5,6,0.19,29.61,0.38,0.28,0.31,0.36,0.28,0.32,33.46,2,2,0.37,0.39,적극투자형
session_0510,user_088,M,9,chapter_4,6,8,0.06,39.01,0.64,0.0,0.26,0.69,0.04,0.27,30.9,2,5,0.59,0.51,공격투자형
session_0511,user_089,F,7,chapter_3,1,4,0.84,19.87,0.04,0.83,0.06,0.09,0.74,0.13,16.51,1,0,0.07,0.08,안정형
session_0512,user_089,F,7,chapter_3,3,2,0.54,24.17,0.11,0.61,0.19,0.18,0.64,0.3,20.81,1,0,0.11,0.17,안정추구형
session_0513,user_089,F,7,chapter_3,3,8,0.45,24.22,0.23,0.44,0.39,0.25,0.4,0.31,23.26,3,2,0.3,0.26,위험중립형
session_0514,user_089,F,7,chapter_3,4,6,0.13,32.44,0.38,0.25,0.33,0.42,0.17,0.32,30.2,3,3,0.36,0.31,적극투자형
session_0515,user_089,F,7,chapter_3,5,8,0.01,39.95,0.51,0.04,0.16,0.51,0.01,0.11,37.49,4,4,0.53,0.57,공격투자형
session_0516,user_089,F,7,chapter_4,1,1,0.85,10.5,0.01,0.93,0.13,0.05,0.89,0.19,12.45,0,0,0.04,0.03,안정형
session_0517,user_089,F,7,chapter_4,2,6,0.51,15.77,0.06,0.63,0.22,0.16,0.64,0.23,19.01,2,1,0.15,0.19,안정추구형
session_0518,user_089,F,7,chapter_4,4,7,0.46,22.57,0.26,0.33,0.33,0.21,0.39,0.36,25.05,3,2,0.27,0.28,위험중립형
session_0519,user_090,F,9,chapter_3,4,8,0.12,34.28,0.35,0.2,0.37,0.43,0.22,0.36,27.25,4,3,0.37,0.35,적극투자형
session_0520,user_090,F,9,chapter_2,5,8,0.01,31.74,0.68,0.04,0.18,0.67,0.03,0.18,32.77,4,4,0.41,0.58,공격투자형
session_0521,user_090,F,9,chapter_3,2,2,0.88,12.67,0.04,0.78,0.13,0.06,0.94,0.15,14.31,1,0,0.06,0.06,안정형
session_0522,user_090,F,9,chapter_2,2,3,0.5,17.24,0.08,0.51,0.2,0.2,0.63,0.26,18.89,1,1,0.12,0.12,안정추구형
session_0523,user_090,F,9,chapter_3,3,6,0.35,28.62,0.22,0.35,0.37,0.29,0.5,0.42,22.3,3,1,0.29,0.25,위험중립형
session_0524,user_090,F,9,chapter_4,5,8,0.19,30.78,0.49,0.24,0.35,0.37,0.23,0.32,27.89,2,3,0.32,0.33,적극투자형
session_0525,user_090,F,9,chapter_1,6,9,0.06,32.25,0.72,0.03,0.26,0.57,0.02,0.22,35.59,2,4,0.58,0.45,공격투자형
session_0526,user_090,F,9,chapter_3,1,3,0.74,12.73,0.03,0.84,0.1,0.05,0.85,0.17,19.86,0,0,0.01,0.03,안정형
session_0527,user_090,F,9,chapter_3,2,6,0.66,16.44,0.14,0.52,0.25,0.17,0.64,0.22,20.0,2,0,0.14,0.16,안정추구형
session_0528,user_091,M,9,chapter_2,4,8,0.32,21.01,0.25,0.36,0.41,0.29,0.44,0.33,26.53,3,2,0.24,0.25,위험중립형
session_0529,user_091,M,9,chapter_1,5,6,0.28,34.22,0.35,0.26,0.26,0.41,0.28,0.38,33.46,4,3,0.31,0.4,적극투자형
session_0530,user_091,M,9,chapter_2,5,10,0.04,37.25,0.53,0.06,0.14,0.78,0.08,0.16,31.21,3,5,0.53,0.54,공격투자형
session_0531,user_091,M,9,chapter_3,1,3,0.76,19.72,0.01,0.92,0.06,0.05,0.74,0.16,10.03,1,0,0.03,0.05,안정형
session_0532,user_091,M,9,chapter_2,2,2,0.65,15.59,0.09,0.56,0.21,0.16,0.6,0.21,15.05,2,0,0.14,0.13,안정추구형
session_0533,user_091,M,9,chapter_2,4,5,0.4,26.77,0.17,0.34,0.44,0.26,0.38,0.43,28.36,3,2,0.21,0.21,위험중립형
session_0534,user_091,M,9,chapter_4,4,6,0.29,30.09,0.41,0.22,0.29,0.37,0.2,0.38,34.55,2,2,0.36,0.35,적극투자형
session_0535,user_091,M,9,chapter_3,6,8,0.01,30.41,0.71,0.0,0.14,0.57,0.07,0.21,38.28,3,3,0.59,0.56,공격투자형
session_0536,user_092,M,8,chapter_4,2,2,0.89,14.83,0.02,0.84,0.15,0.05,0.85,0.13,16.4,1,0,0.08,0.08,안정형
session_0537,user_092,M,8,chapter_3,2,2,0.62,17.51,0.14,0.58,0.17,0.12,0.66,0.29,17.24,1,0,0.19,0.19,안정추구형
session_0538,user_092,M,8,chapter_1,3,4,0.38,27.75,0.25,0.42,0.33,0.3,0.33,0.45,28.61,2,2,0.22,0.29,위험중립형
session_0539,user_092,M,8,chapter_3,5,10,0.19,34.25,0.31,0.2,0.34,0.33,0.23,0.39,31.64,4,2,0.38,0.39,적극투자형
session_0540,user_092,M,8,chapter_3,5,12,0.02,34.57,0.68,0.01,0.15,0.63,0.04,0.18,39.46,4,5,0.48,0.58,공격투자형
session_0541,user_092,M,8,chapter_2,2,4,0.83,16.4,0.03,0.74,0.14,0.08,0.76,0.17,16.93,1,0,0.09,0.03,안정형
